Output Area Code,Ward name,Ward Census Code,Local Authority Name,Local Authority Code,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00092100,Histon and Impington,E05002807,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092101,Histon and Impington,E05002807,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092102,Histon and Impington,E05002807,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092103,Histon and Impington,E05002807,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092105,Histon and Impington,E05002807,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092106,Histon and Impington,E05002807,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00092107,Histon and Impington,E05002807,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00092108,Histon and Impington,E05002807,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092109,Histon and Impington,E05002807,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092110,Linton,E05002808,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092111,Linton,E05002808,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092112,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092113,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092114,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092115,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092116,Linton,E05002808,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092117,Linton,E05002808,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092118,Linton,E05002808,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00092119,Linton,E05002808,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092120,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092121,Linton,E05002808,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092122,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092123,Linton,E05002808,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092124,Linton,E05002808,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092125,Linton,E05002808,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00092126,Longstanton,E05002809,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092128,Longstanton,E05002809,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092129,Longstanton,E05002809,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092130,Longstanton,E05002809,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092131,Longstanton,E05002809,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00092132,Melbourn,E05002810,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092133,Melbourn,E05002810,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092134,Melbourn,E05002810,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092135,Melbourn,E05002810,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092136,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092137,Melbourn,E05002810,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092138,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00092139,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092140,Melbourn,E05002810,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092141,Melbourn,E05002810,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00092142,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092143,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092144,Melbourn,E05002810,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092145,Melbourn,E05002810,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092146,Melbourn,E05002810,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092147,Melbourn,E05002810,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092148,Melbourn,E05002810,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092149,Melbourn,E05002810,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092150,Melbourn,E05002810,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092151,Meldreth,E05002811,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092152,Meldreth,E05002811,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092153,Meldreth,E05002811,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092154,Meldreth,E05002811,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092155,Meldreth,E05002811,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092156,Meldreth,E05002811,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092157,Meldreth,E05002811,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092158,Meldreth,E05002811,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092159,Milton,E05002812,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00092160,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092161,Milton,E05002812,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00092162,Milton,E05002812,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00092163,Milton,E05002812,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092164,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00092165,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092166,Milton,E05002812,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00092167,Milton,E05002812,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00092168,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092169,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092170,Milton,E05002812,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092171,Milton,E05002812,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092172,Milton,E05002812,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00092173,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092174,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092175,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00092176,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092177,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092178,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092179,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092180,Orwell and Barrington,E05002813,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092181,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a1,Rural Workers and Families
E00092182,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092183,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092184,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092185,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092186,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092187,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092188,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092189,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092190,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00092193,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092194,Papworth and Elsworth,E05002814,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00092195,Sawston,E05002815,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092196,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092197,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00092198,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092199,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092200,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00092201,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092202,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092203,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092204,Sawston,E05002815,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092205,Sawston,E05002815,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00092206,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092207,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092208,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00092209,Sawston,E05002815,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092210,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00092211,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00092212,Sawston,E05002815,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00092213,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092214,Sawston,E05002815,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8d,Migration and Churn,8d2,Hard-Pressed Ethnic Mix
E00092215,Sawston,E05002815,South Cambridgeshire,E07000012,7,Constrained City Dwellers,7a,Challenged Diversity,7a3,Multi-Ethnic Hardship
E00092216,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092217,Sawston,E05002815,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00092218,Swavesey,E05002816,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092219,Swavesey,E05002816,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092220,Swavesey,E05002816,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a2,Comfortable Suburbia
E00092221,Swavesey,E05002816,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092222,Swavesey,E05002816,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092223,Swavesey,E05002816,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092224,Swavesey,E05002816,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092225,Swavesey,E05002816,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092226,Teversham,E05002817,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092227,Teversham,E05002817,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00092228,Teversham,E05002817,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00092229,Teversham,E05002817,South Cambridgeshire,E07000012,2,Cosmopolitans,2d,Aspiring and Affluent,2d1,Urban Cultural Mix
E00092230,Teversham,E05002817,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00092231,Teversham,E05002817,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00092232,Teversham,E05002817,South Cambridgeshire,E07000012,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00092233,Teversham,E05002817,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092234,Teversham,E05002817,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092235,Teversham,E05002817,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092236,Teversham,E05002817,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092237,The Abingtons,E05002818,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092238,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00092239,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092240,The Abingtons,E05002818,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00092241,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092242,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092243,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092244,The Abingtons,E05002818,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092245,The Abingtons,E05002818,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092246,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a3,Agricultural Communities
E00092247,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092248,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092249,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092250,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092251,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092252,The Mordens,E05002819,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8a,Industrious Communities,8a2,Industrious Hardship
E00092253,The Mordens,E05002819,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00092254,The Mordens,E05002819,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092255,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092256,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,7,Constrained City Dwellers,7d,Ageing City Dwellers,7d1,Ageing Communities and Families
E00092257,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092258,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092259,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092260,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092261,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092262,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092263,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c3,Renting Hard-Pressed Workers
E00092264,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00092265,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b4,Older Workers and Retirement
E00092266,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00092267,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00092268,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092269,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00092270,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092271,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092272,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00092273,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092274,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092275,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00092276,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092277,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092278,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092279,The Shelfords and Stapleford,E05002820,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00092280,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092281,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092282,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092283,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092284,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092285,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092286,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092287,The Wilbrahams,E05002821,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092288,Waterbeach,E05002822,South Cambridgeshire,E07000012,1,Rural Residents,1c,Ageing Rural Dwellers,1c1,Rural Employment and Retirees
E00092289,Waterbeach,E05002822,South Cambridgeshire,E07000012,6,Suburbanites,6a,Suburban Achievers,6a3,Detached Retirement Living
E00092290,Waterbeach,E05002822,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092291,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00092292,Waterbeach,E05002822,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092293,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00092294,Waterbeach,E05002822,South Cambridgeshire,E07000012,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00092295,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00092296,Waterbeach,E05002822,South Cambridgeshire,E07000012,8,Hard-Pressed Living,8c,Hard-Pressed Ageing Workers,8c1,Ageing Industrious Workers
E00092297,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092298,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092299,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00092300,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00092301,Waterbeach,E05002822,South Cambridgeshire,E07000012,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00092302,Waterbeach,E05002822,South Cambridgeshire,E07000012,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
